ROC-AUC-macro	0.742474
PR-AUC-macro	0.117466
precision-macro	0.144178
recall-macro	0.377937
F-score-macro	0.175019
ROC-AUC-micro	0.783700
PR-AUC-micro	0.130642
precision-micro	0.093847
recall-micro	0.421602
F-score-micro	0.153520
