ROC-AUC-macro	0.726050
PR-AUC-macro	0.103896
precision-macro	0.134094
recall-macro	0.352494
F-score-macro	0.162220
ROC-AUC-micro	0.775801
PR-AUC-micro	0.119108
precision-micro	0.095670
recall-micro	0.406928
F-score-micro	0.154919
