ROC-AUC-macro	0.706619
PR-AUC-macro	0.099903
precision-macro	0.129976
recall-macro	0.324591
F-score-macro	0.154044
ROC-AUC-micro	0.750611
PR-AUC-micro	0.108971
precision-micro	0.092015
recall-micro	0.397012
F-score-micro	0.149403
